date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country
2014-06-20 05:29:15,701195.4896254914,6.0,2.93,4259,38461,2.6,0,1,4,3027,760,2003,362,2721-3279 Lake Washington Blvd S,Kirkland,WA 98059,USA
2014-05-23 01:31:31,614300.0031567251,3.0,2.82,3080,45376,1.1,0,0,3,1465,1372,1994,1966,5410 Greenwood Ave N,Kent,WA 98004,USA
2014-06-12 05:18:04,701363.5420260031,3.0,1.21,473,10996,1.3,0,0,3,429,451,1928,785,7052 39th Ave NE,Seattle,WA 98028,USA
2014-06-13 10:12:21,1025935.50689164,2.0,1.04,750,16531,1.4,0,0,3,635,475,1922,1926,111 S 192nd St,Seattle,WA 98023,USA
2014-05-28 11:03:14,1526515.1801025935,4.0,3.49,3114,77088,1.1,0,0,3,2577,567,1999,418,6851 51st Ave NE,Seattle,WA 98034,USA
2014-06-12 20:19:50,1205071.215789055,6.0,3.4,4036,17508,1.4,0,1,3,2771,1203,2003,234,3046 Quail Creek Way NE,Redmond,WA 98027,USA
2014-06-08 05:22:55,1200315.2984772164,4.0,2.08,2218,21037,1.6,0,1,4,2181,311,1931,648,14712 SE 105th Pl,Seattle,WA 98199,USA
2014-05-19 06:10:14,661929.9855323567,2.0,2.24,1694,45837,1.2,0,0,2,1597,343,1987,509,6521 Fremont Ave N,Kirkland,WA 98116,USA
2014-06-30 21:42:26,365434.8853973013,2.0,1.91,2336,7399,1.9,0,0,3,1685,659,1969,31,5720 Princeton Ave NE,Renton,WA 98031,USA
2014-05-29 08:13:47,1089867.3686309073,3.0,3.21,2365,30355,2.0,0,1,4,2015,281,2006,1411,21603 NE 29th St,Tukwila,WA 98105,USA
2014-05-12 04:44:09,201954.0195492645,2.0,0.73,703,10490,1.2,0,0,3,822,140,1941,1779,17814 SE 257th St,Seattle,WA 98030,USA
2014-05-22 03:50:29,1189643.7619696432,4.0,2.71,2517,5281,2.9,0,2,3,2132,534,1991,1484,28635 226th Ave SE,Seattle,WA 98075,USA
2014-05-24 14:23:16,1774677.6142976696,4.0,2.12,2499,65226,2.0,0,1,3,2279,277,1940,1803,7528 N Fork Rd SE,Auburn,WA 98125,USA
2014-06-06 17:04:09,745372.9157039645,5.0,1.62,2629,54025,1.8,0,0,3,2610,280,1906,1078,11457 70th Pl S,Redmond,WA 98119,USA
2014-07-06 16:00:09,767986.487119872,3.0,0.56,1210,35594,1.2,0,0,5,619,819,1905,472,24727 SE Mud Mountain Rd,Seattle,WA 98008,USA
2014-06-27 01:17:34,564051.2605681663,2.0,1.83,2803,70758,1.4,0,1,3,1864,649,2009,1848,12521 3rd Ave NW,Redmond,WA 98006,USA
2014-05-13 09:32:23,576148.4180344275,5.0,2.28,1779,23980,1.4,0,0,4,1392,485,1974,1688,26429 SE 154th Pl,Shoreline,WA 98024,USA
2014-05-08 19:10:58,1158331.59545693,5.0,2.91,3760,12050,1.2,0,2,3,1893,1712,2009,1370,16241 19th Ave SW,Sammamish,WA 98077,USA
2014-06-22 13:23:54,1140666.753637157,5.0,3.81,4139,63837,2.1,0,0,3,4233,162,2014,610,4137 48th Ave SW,Lake Forest Park,WA 98004,USA
2014-06-18 02:19:18,1011353.7717499628,4.0,1.83,2685,64359,1.4,0,0,4,2879,37,1973,1658,23115 SE 222nd St,Auburn,WA 98059,USA
2014-06-01 07:59:55,855518.4992903281,4.0,2.93,3025,6403,1.2,0,1,4,1765,1260,1962,193,8090 Juanita Dr NE,Seattle,WA 98004,USA
2014-06-29 20:24:06,249720.5739510152,4.0,1.38,1463,17128,1.0,0,1,5,988,437,1940,1603,4419 Ferncroft Rd,Seattle,WA 98040,USA
2014-05-02 19:57:39,318290.2501708139,3.0,2.1,2564,47568,1.3,0,1,3,2284,252,1991,405,36231 SE Isley St,Kirkland,WA 98006,USA
2014-06-07 17:36:08,606120.0935582609,4.0,2.4,2910,19558,1.5,0,0,3,1862,1333,1960,576,7820 Ashworth Ave N,Seattle,WA 98092,USA
2014-05-14 12:52:23,854937.2293380979,3.0,3.02,2968,6407,1.3,0,2,3,2341,576,1987,840,1809 Glenwood Ave SE,Federal Way,WA 98042,USA
2014-06-24 07:04:15,663922.9389413986,5.0,3.13,2966,33965,1.8,0,1,4,2149,878,1928,1505,26635 Timberlane Dr SE,Seattle,WA 98136,USA
2014-06-16 21:14:40,297545.1296917486,3.0,1.39,1411,30904,1.2,0,0,3,1016,647,1965,1296,9603 NE 121st Ln,Seattle,WA 98133,USA
2014-07-06 19:32:57,792837.4176651788,1.0,0.57,1106,57874,1.2,0,2,3,857,358,1934,1695,2025 W St NW,Auburn,WA 98178,USA
2014-06-12 10:15:57,401018.3803779561,3.0,2.04,1459,25674,1.4,0,0,3,991,474,2006,249,3603 W Mercer Way,Seattle,WA 98103,USA
2014-06-08 12:39:20,854115.7315784221,4.0,1.89,1516,10740,1.2,0,0,3,1295,313,1974,1230,7630 Todd Pl,Kent,WA 98052,USA
2014-06-12 16:43:20,225614.6106852504,3.0,1.68,1730,23885,2.5,0,0,3,2432,9,1984,1046,32800 7th Ave SW,Kirkland,WA 98168,USA
2014-06-16 01:19:53,1901613.6468573224,3.0,3.2,3112,35326,1.3,0,2,4,2050,715,1972,1425,15712 NE 136th Pl,Redmond,WA 98058,USA
2014-06-28 22:57:54,880855.0780056354,2.0,1.2,946,42085,1.6,0,0,3,766,504,1974,757,4202 4th Ave NE,Bellevue,WA 98107,USA
2014-06-13 07:45:48,794335.1028828211,5.0,4.21,3606,42072,2.9,0,1,3,3739,125,2013,1376,12468 240th Pl NE,Issaquah,WA 98002,USA
2014-06-14 17:53:30,1129126.6124990578,3.0,1.62,1746,76531,1.1,0,1,3,1474,426,1955,1737,12610 NE 142nd St,Issaquah,WA 98059,USA
2014-06-11 18:13:43,730330.5051851596,4.0,2.52,2679,88223,1.6,0,0,4,2262,437,2003,126,3809 260th Ave SE,Des Moines,WA 98042,USA
2014-06-24 21:40:16,1385868.7009085077,4.0,2.07,2716,2687,1.9,0,0,3,1706,790,1948,970,5220 SW Pritchard St,Woodinville,WA 98052,USA
2014-05-10 16:04:20,1090398.8128400373,2.0,2.05,1248,26332,1.9,0,0,5,1159,277,1943,727,11461-11577 172nd Ave NE,Seattle,WA 98058,USA
2014-06-01 08:17:40,940967.7155899514,3.0,1.53,1278,41332,1.1,0,0,3,835,715,1994,405,2108 W Bertona St,Seattle,WA 98004,USA
2014-05-26 01:00:24,344512.4994634211,3.0,1.41,1394,7928,1.3,0,1,3,1001,392,1954,1056,3250 165th Ave SE,Seattle,WA 98077,USA
2014-06-11 17:01:06,864715.2786057617,4.0,1.97,2864,55551,1.3,0,0,3,2029,623,1930,1219,19539 4th Ave S,Seattle,WA 98148,USA
2014-05-14 10:52:54,519784.4581527957,4.0,2.62,3396,43044,1.3,0,2,3,2608,540,1943,786,29805-29821 129th Pl SW,Mercer Island,WA 98002,USA
2014-05-30 02:56:56,899945.7021196868,3.0,2.53,2141,19193,1.3,0,1,4,1394,623,1987,1400,10718 Exeter Ave NE,Federal Way,WA 98072,USA
2014-07-04 02:42:51,1128281.5245954534,4.0,2.45,2539,20840,1.7,0,0,3,1756,848,1967,890,10200-10216 56th Ave S,Kenmore,WA 98146,USA
2014-06-20 09:33:34,118998.13617749234,2.0,1.01,1071,733,1.6,0,0,5,569,1101,1915,1919,1730 Walnut Ave SW,Seattle,WA 98115,USA
2014-06-14 02:15:18,576834.0801931956,3.0,2.58,2204,12910,1.8,0,1,3,1525,823,2004,265,35019 SE Curtis Dr,Shoreline,WA 98133,USA
2014-06-24 03:38:31,1753144.7921958696,3.0,2.21,2345,16422,2.3,0,1,4,2482,266,1996,988,19223 SE 259th Pl,Snoqualmie,WA 98116,USA
2014-06-16 09:06:24,805180.892844315,4.0,2.8,2629,21116,1.7,0,0,4,2320,335,1983,480,731 McGilvra Blvd E,Tukwila,WA 98072,USA
2014-05-26 04:53:08,835344.0142610298,5.0,3.42,3803,59882,1.5,0,1,4,2918,589,2006,988,512-598 21st Ave,Shoreline,WA 98116,USA
2014-06-01 20:20:04,125492.68403426776,3.0,0.25,771,68056,1.3,0,0,3,814,200,1918,1922,35229 SE Terrace St,Shoreline,WA 98198,USA
2014-06-18 16:48:03,941077.5568032628,3.0,2.04,2740,33361,1.2,0,1,4,1812,673,1948,1140,29801-29829 23rd Avenue South,Federal Way,WA 98006,USA
2014-06-01 13:11:18,156912.42920448753,3.0,1.97,1342,19915,1.2,0,1,4,1302,134,1978,1626,26408 NE 70th St,Kenmore,WA 98109,USA
2014-06-13 14:50:23,86003.13667868348,5.0,2.58,1124,6420,1.0,0,1,4,534,945,1985,979,5606 160th Ave NE,Bellevue,WA 98042,USA
2014-06-11 21:13:46,1042031.9104971148,2.0,1.6,1660,36033,1.5,0,0,4,1489,265,1970,760,15 Raye St,Bellevue,WA 98038,USA
2014-06-11 14:11:36,1016650.443612248,3.0,2.79,1788,6974,1.3,0,1,3,1559,311,1961,426,45506 SE Tanner Rd,Seattle,WA 98004,USA
2014-06-23 15:43:58,206329.9625304693,3.0,0.74,884,14780,1.4,0,0,4,634,741,1928,1508,833 SW 361st St,Seattle,WA 98178,USA
2014-06-24 12:23:23,5088.367676733062,2.0,1.56,509,955,1.1,0,0,3,439,412,1980,450,6326 21st Ave NE,Seattle,WA 98052,USA
2014-05-26 22:12:37,677131.0692416144,4.0,2.47,2511,58254,2.3,0,0,4,2734,98,2012,6,7360 19th Ave NW,Tukwila,WA 98077,USA
2014-06-19 13:32:14,96029.30893543022,2.0,0.85,664,11691,1.1,0,0,4,587,134,1971,899,7523 Mary Ave NW,North Bend,WA 98155,USA
2014-06-19 07:43:24,678691.0244517167,5.0,3.11,2327,69134,2.0,0,1,4,2278,504,2000,1357,12813 81st Ave NE,Covington,WA 98045,USA
2014-06-03 08:14:58,1856112.04999796,4.0,2.99,3971,74222,2.0,0,1,4,3222,604,1962,36,8301-8399 47th Ave S,Renton,WA 98034,USA
2014-06-25 13:20:44,180398.5840425764,3.0,1.62,1148,2002,1.1,0,0,3,957,351,1992,257,24925 234th Pl SE,North Bend,WA 98125,USA
2014-05-04 04:35:28,1609106.126345352,2.0,2.4,1966,34922,1.6,0,1,3,2025,163,1959,1282,4815 SW 330th Ct,Seattle,WA 98117,USA
2014-07-04 06:03:50,398208.8018450824,3.0,2.1,2183,26543,1.1,0,2,3,1843,355,1979,488,Sunrise Loop Trail,Kent,WA 98023,USA
2014-06-08 13:57:34,294245.6247881419,3.0,1.6,2032,28165,1.1,0,1,3,1082,885,1983,1121,5944-6082 Delridge Way SW,Redmond,WA 98178,USA
2014-05-29 17:58:25,2612570.210365679,3.0,2.76,3444,90085,1.2,0,1,3,3439,79,1987,1189,Schmitz Park to Alki Trail,Issaquah,WA 98028,USA
2014-07-01 20:42:36,434071.9687594202,4.0,2.81,2916,15179,2.6,0,0,3,2773,150,2006,641,10340 38th Ave NE,Bothell,WA 98058,USA
2014-05-30 12:49:18,66126.58429692249,4.0,2.02,1387,9345,1.5,0,1,3,1185,297,2007,132,23103 125th Ave SE,Seattle,WA 98052,USA
2014-05-17 23:23:23,366812.79929885926,4.0,1.74,1905,5485,2.6,0,1,4,1405,261,1966,120,18218 Evanston Ave N,Seattle,WA 98053,USA
2014-06-14 13:40:07,721240.243208787,5.0,2.88,3600,35849,1.8,0,1,3,2304,1212,1972,1470,701 S 52nd St,Newcastle,WA 98144,USA
2014-07-07 07:23:35,700096.3921534176,3.0,1.47,666,32949,1.0,0,0,4,436,603,1911,1807,4251 NE 125th St,Seattle,WA 98052,USA
2014-05-17 06:49:54,823361.1676951707,2.0,1.6,2077,20230,1.4,0,1,3,1292,667,1975,1235,12 Columbia Key,Seattle,WA 98034,USA
2014-06-26 12:05:44,824099.1049087242,2.0,2.34,1795,43716,2.0,0,1,4,1657,121,1982,1338,2012 NW Boulder Way Dr,Seattle,WA 98053,USA
2014-07-03 04:20:47,612839.1840949099,4.0,2.84,1582,6263,1.2,0,1,2,1318,524,1995,1835,3526 Ashworth Ave N,Seattle,WA 98007,USA
2014-06-19 00:01:04,446803.50093059015,4.0,2.35,1789,20623,1.5,0,0,4,1275,598,1939,370,16710 133rd Pl SE,Renton,WA 98136,USA
2014-06-02 16:54:16,562124.0832615716,3.0,1.21,428,11694,1.1,0,1,4,504,81,1970,1629,14245 SE 60th St,Bellevue,WA 98059,USA
2014-05-06 03:44:04,153140.94290435777,3.0,1.92,1030,25407,1.0,0,0,4,876,170,1978,55,5172-5198 Heather Ave SE,Des Moines,WA 98133,USA
2014-06-18 22:40:37,93633.64136221448,4.0,2.76,2371,8642,2.0,0,1,4,1924,466,2000,746,30105 10th Ave S,Seattle,WA 98034,USA
2014-06-13 00:33:14,335426.8489574128,3.0,1.78,1180,75507,1.1,0,1,5,632,595,1929,1785,24729 SE 276th Pl,Issaquah,WA 98178,USA
2014-06-24 17:42:07,549652.10722772,2.0,1.36,1020,2679,1.3,0,1,4,866,374,1980,301,2640 S 227th Pl,Seattle,WA 98117,USA
2014-06-03 06:48:30,881730.1506983942,4.0,1.94,1694,75508,1.1,0,1,4,1177,543,1916,1859,7354 27th Ave SW,Issaquah,WA 98034,USA
2014-06-10 23:07:45,818810.3895538062,5.0,1.51,2591,40929,1.4,0,1,4,1824,803,1915,1264,42321 SE 171st St,Seattle,WA 98028,USA
2014-06-10 05:51:32,368750.10629594326,3.0,1.53,1280,30749,1.3,0,0,4,767,605,1991,965,11004 NE 108th St,Renton,WA 98022,USA
2014-06-27 16:43:16,1344832.4726591476,3.0,3.15,3613,24505,1.7,0,1,4,3008,444,1987,396,22913 NE 20th Pl,Federal Way,WA 98042,USA
2014-07-01 10:33:14,85222.02854463758,2.0,1.18,950,16188,1.3,0,0,3,547,944,1932,1818,3809 E Alder St,Seattle,WA 98155,USA
2014-05-26 00:04:16,570727.390047906,3.0,1.98,2221,23631,1.7,0,0,3,2096,122,2000,392,21409 SE 215th St,Bellevue,WA 98058,USA
2014-05-16 21:59:46,1609009.4373763965,5.0,3.99,3123,7322,1.4,0,1,5,1993,1322,1978,443,8507 146th Pl SE,Bellevue,WA 98042,USA
2014-05-04 14:40:30,774202.8136883077,4.0,2.66,1657,13268,1.5,0,0,1,2388,19,2012,1557,18600 135th Pl SE,Newcastle,WA 98199,USA
2014-05-26 10:04:56,208900.57091485529,2.0,2.27,2433,65263,1.3,0,0,3,1788,540,1957,1161,21922 34th Ave S,Seattle,WA 98108,USA
2014-05-08 01:33:17,317407.90429906745,3.0,2.23,1746,12067,1.5,0,0,4,1573,584,1997,419,8050 14th Ave NW,Kirkland,WA 98115,USA
2014-05-21 00:12:15,276591.2761684631,3.0,1.87,1497,6738,1.4,0,0,3,1239,510,1974,791,3608 34th Ave SW,Lake Forest Park,WA 98057,USA
2014-06-01 03:15:39,1162744.872692821,4.0,3.15,2602,11942,1.9,0,0,4,1793,817,1997,509,2145 N 178th St,Seattle,WA 98058,USA
2014-05-18 11:04:21,121738.17025811075,3.0,2.96,2109,7482,1.7,0,0,4,1702,462,2004,1104,18616 215th Way NE,Kent,WA 98029,USA
2014-07-09 07:45:51,1558481.8810141406,3.0,2.14,1644,13681,1.9,0,0,3,1705,292,1957,1023,15416 SE Jones Rd,Clyde Hill,WA 98042,USA
2014-06-19 08:51:23,325722.4141286606,3.0,2.76,2751,85211,1.6,0,1,3,2023,874,1993,922,12034 NE 67th St,Mercer Island,WA 98199,USA
2014-06-02 05:02:51,1476746.9615789093,4.0,3.47,2663,7001,2.7,0,1,4,2646,147,2012,30,2317 N 147th St,Maple Valley,WA 98119,USA
2014-05-29 09:52:53,384598.3104469357,3.0,1.56,711,63478,1.0,0,0,4,703,151,1984,1324,2022 123rd Ave SE,Snoqualmie,WA 98027,USA
2014-05-14 08:33:51,652160.4205887644,4.0,3.25,2451,6172,2.4,0,1,3,2645,157,2000,699,807 N 42nd St,Seattle,WA 98103,USA
2014-05-08 17:08:54,1664038.6692128645,3.0,3.03,2180,1092,2.4,0,1,4,2278,239,2003,275,321 Hardie Ave NW,Seattle,WA 98115,USA
2014-06-09 10:10:08,1244730.6207904762,5.0,2.94,3430,64135,1.1,0,1,4,2790,317,1998,284,31103 SE 85th Pl,Lake Forest Park,WA 98042,USA
2014-05-19 15:09:22,1398654.472028906,4.0,3.15,2594,76533,2.1,0,1,3,2606,305,1997,1710,17612 NE 30th Pl,Seattle,WA 98117,USA
2014-05-17 18:55:21,643929.4801213044,3.0,0.94,687,9779,1.0,0,1,5,482,506,1917,1882,11834 SE 263rd Ct,Seattle,WA 98115,USA
2014-06-24 10:59:52,1665462.6460859792,5.0,3.49,4480,30797,1.3,0,1,4,3333,826,1997,354,8928 NE 176th St,Carnation,WA 98133,USA
2014-05-25 12:41:45,1710719.165972338,3.0,3.01,3667,6593,2.8,0,1,4,3508,380,1966,45,2107 13th Ave S,Renton,WA 98006,USA
2014-05-08 13:30:51,838903.5185435327,5.0,2.6,2449,45007,1.4,0,0,4,2232,194,1995,58,7418 Dogwood Ln SE,Seattle,WA 98052,USA
2014-06-01 08:07:33,723518.6584481196,4.0,2.91,2335,22060,1.2,0,1,3,1133,1170,1981,1760,13002 23rd Ave S,Redmond,WA 98038,USA
2014-06-05 03:26:11,1126818.0663755185,5.0,2.94,3724,65361,2.3,0,1,4,2354,1180,1995,1055,6135 79th Ave SE,Sammamish,WA 98058,USA
2014-05-09 10:36:37,338412.3667799437,5.0,3.62,3210,705,2.5,0,0,3,3023,233,2005,243,12001 173rd Pl NE,Federal Way,WA 98004,USA
2014-06-06 11:23:57,113899.75621490394,4.0,2.51,1814,27664,1.1,0,0,2,1194,675,2003,1381,15 Mt Pilchuck Ave NW,Shoreline,WA 98038,USA
2014-06-06 03:15:17,1417856.1147139962,2.0,2.88,3206,18796,1.4,0,1,4,2005,1256,1951,978,9110 25th Ave NE,Seattle,WA 98103,USA
2014-05-22 04:30:14,1656306.5321780848,5.0,2.91,2845,24538,2.0,0,1,3,2614,408,1982,1616,7906 6th Ave NW,Seattle,WA 98126,USA
2014-06-28 04:14:30,147597.88110625735,2.0,0.99,529,5550,2.1,0,0,2,495,292,2013,790,31519 121st Pl SE,Seattle,WA 98103,USA
2014-05-21 05:54:43,1371143.8786793237,5.0,3.45,3540,64928,1.7,0,1,4,2943,459,2003,972,7542 42nd Ave NE,Seattle,WA 98038,USA
2014-05-21 05:38:31,293016.0222494222,3.0,1.19,2259,30663,1.2,0,0,3,1356,612,1947,1810,17040 426th Ave SE,Woodinville,WA 98059,USA
2014-06-13 04:36:03,1330632.5712534825,5.0,2.64,3204,11511,1.9,0,0,3,2243,579,1949,1734,1239 Parkside Dr E,Shoreline,WA 98077,USA
2014-06-25 03:55:12,1043692.293235112,3.0,3.48,2708,3394,2.2,0,0,4,2299,612,2014,78,8430 8th Ave SW,Seattle,WA 98038,USA
2014-06-01 17:42:13,304643.51342186925,4.0,3.38,3417,6608,1.1,0,1,4,2028,1443,1937,1132,20402 63rd Ave NE,Seattle,WA 98045,USA
2014-05-30 04:34:43,628193.8464422025,4.0,1.59,1898,78929,1.6,0,2,4,1826,139,1974,1180,3011 SW Bataan St,Enumclaw,WA 98188,USA
2014-06-17 05:54:16,341786.0543327296,1.0,0.59,378,19680,1.5,0,1,4,423,11,1916,1998,2424 109th Ave SE,Bellevue,WA 98045,USA
2014-06-18 19:51:05,941830.7624941552,2.0,2.42,888,12323,1.3,0,1,4,747,279,2003,354,10050 19th Ave SW,Seattle,WA 98006,USA
2014-05-12 15:43:50,591098.480266377,3.0,1.85,2065,56287,1.4,0,0,4,2057,78,1978,707,4031 W Ames Lake Dr NE,Redmond,WA 98133,USA
2014-06-07 15:18:02,898565.7010472679,3.0,2.27,773,7285,1.7,0,0,4,940,190,1935,1214,1027B NE 130th St,Seattle,WA 98136,USA
2014-06-02 17:57:07,336323.7337703628,3.0,1.41,1129,7324,1.1,0,0,4,622,564,1958,1088,22027 117th Ave SE,Kirkland,WA 98042,USA
2014-06-16 19:33:05,1078614.112705412,4.0,2.32,3632,38083,1.4,0,0,3,2999,875,2011,1282,15929 Broadway Ave NE,Snoqualmie,WA 98077,USA
2014-06-04 20:36:59,3061378.323295226,4.0,2.45,2771,42112,1.1,0,0,3,1958,696,1919,483,20101 137th Ave SE,Seattle,WA 98118,USA
2014-05-11 19:13:51,761627.0168693649,6.0,3.0,2913,62540,2.3,0,1,4,3154,39,1984,212,8608 N Mercer Way,Burien,WA 98052,USA
2014-06-23 14:06:54,232511.5951685928,3.0,2.23,2068,41777,1.3,0,1,4,2254,89,1953,1395,2822 NW 90th Pl,Kenmore,WA 98188,USA
2014-06-12 19:03:11,1567381.3775766313,5.0,3.32,4410,35160,1.7,0,1,4,3925,639,2010,62,2758 68th Ave SE,Bellevue,WA 98028,USA
2014-06-15 14:59:50,968266.5793539416,4.0,1.36,805,14726,1.6,0,1,3,798,284,1906,774,14405 274th Ct NE,Issaquah,WA 98178,USA
2014-06-27 01:47:28,748621.2253936032,6.0,3.18,4097,63567,1.8,0,1,4,3464,630,1996,205,21630-21648 NE 67th St,Renton,WA 98117,USA
2014-05-08 04:40:23,687328.170394046,3.0,0.78,2157,85940,1.1,0,0,4,2166,118,1940,1018,1414 Magnolia Blvd W,Issaquah,WA 98106,USA
2014-06-11 20:21:07,287901.4400848265,3.0,2.16,711,9533,2.0,0,0,4,731,208,1969,667,23857 SE 98th Pl,Seattle,WA 98199,USA
2014-06-05 23:45:46,620169.3889458115,3.0,2.56,1995,9704,1.5,0,0,3,1920,161,2008,377,2422 E McGraw St,Sammamish,WA 98115,USA
2014-06-11 07:35:41,193382.53943573177,5.0,2.58,2582,14777,2.4,0,1,2,3114,47,2009,1862,12 Columbia Key,Duvall,WA 98126,USA
2014-06-17 10:37:57,210355.51183191585,2.0,0.7,869,19250,1.1,0,1,2,984,79,1963,952,7928 150th Ct NE,Auburn,WA 98118,USA
2014-05-29 09:46:36,69074.95680844923,2.0,0.38,423,1517,1.1,0,0,3,395,372,1921,1744,1630 S 231st Pl,Seattle,WA 98034,USA
2014-05-26 10:18:21,120446.2704706,3.0,1.01,781,62617,1.0,0,0,4,401,1194,1944,1698,3212 E Terrace St,Issaquah,WA 98115,USA
2014-06-10 06:06:01,546102.4642194031,4.0,1.97,2154,56999,1.4,0,1,4,2433,70,2006,971,10050 11th Ave NW,Auburn,WA 98144,USA
2014-07-09 04:12:42,366620.62309391866,3.0,1.83,1007,4412,1.5,0,0,4,905,296,1919,945,15 Raye St,Renton,WA 98117,USA
2014-06-13 18:03:47,1712234.9388804145,5.0,4.54,4098,18993,2.8,0,1,3,2975,1031,1976,426,5718 147th Ave NE,Seattle,WA 98075,USA
2014-06-01 02:36:38,807479.1368880513,5.0,3.39,4289,67292,1.4,0,0,5,3021,979,1992,1282,22912 NE 19th Dr,Snoqualmie,WA 98177,USA
2014-06-01 12:00:29,249345.1393174963,3.0,0.91,418,60128,1.1,0,0,4,426,56,1984,337,26525 Woodland Way S,Carnation,WA 98166,USA
2014-05-08 00:50:05,1314066.5165623955,3.0,2.79,3331,81597,1.9,0,2,4,3275,248,1937,1275,28624 6th Pl S,Seattle,WA 98126,USA
2014-06-02 15:10:23,263695.2508490206,5.0,1.25,2111,54196,1.7,0,0,4,1795,228,1938,1445,4511 S 262nd St,Issaquah,WA 98006,USA
2014-07-02 06:58:20,317010.5822548578,5.0,2.64,1764,50975,1.0,0,1,3,1310,659,1990,1082,975-1005 Greenwood Blvd SW,Shoreline,WA 98045,USA
2014-06-23 10:12:25,509700.3458251002,3.0,2.27,1714,20463,1.1,0,0,4,1461,320,2012,141,3 Ober Strasse,Shoreline,WA 98038,USA
2014-05-25 11:32:29,586723.9979549831,4.0,3.21,2813,38953,1.1,0,1,3,2440,456,1998,1647,20325 NE 198th St,Bellevue,WA 98103,USA
2014-05-13 23:30:10,98655.01497116062,4.0,1.71,2723,93724,1.2,0,1,3,2294,140,2014,78,12611 SE 160th St,Renton,WA 98126,USA
2014-05-11 17:50:18,319437.6354488098,4.0,2.41,1870,21317,1.8,0,0,4,2253,78,2007,1787,11720 8th Ave S,Pacific,WA 98042,USA
2014-05-25 14:22:06,969420.5116443306,5.0,2.38,2173,69565,1.8,0,0,3,1558,639,1942,1240,5726 61st Ave NE,Federal Way,WA 98027,USA
2014-06-05 03:18:48,2857296.50589806,5.0,2.39,2849,4529,2.3,0,1,3,3350,50,1977,1169,14329 275th Ave NE,Redmond,WA 98023,USA
2014-07-06 17:32:24,190891.726737442,2.0,1.19,685,17311,1.0,0,0,4,505,544,1921,1540,27619 245th Ave SE,Burien,WA 98040,USA
2014-05-26 12:26:44,542681.965109953,3.0,2.36,2446,52391,1.2,0,0,3,2212,126,2000,299,9703 130th Ave NE,North Bend,WA 98023,USA
2014-06-16 18:08:35,760002.9783449762,4.0,3.13,3453,94136,1.7,0,0,3,2717,671,2006,536,2448 137th Ave SE,Snoqualmie Pass,WA 98040,USA
2014-05-27 13:27:54,487521.0547457867,4.0,1.51,1957,26307,1.3,0,0,3,2178,36,1968,664,11103 SE 219th Pl,Seattle,WA 98059,USA
2014-06-16 09:41:00,63577.58131973186,4.0,1.11,730,14167,1.1,0,0,4,523,592,1982,1613,2320 N 161st St,Bellevue,WA 98168,USA
2014-06-06 01:06:45,716403.7715950343,4.0,1.87,1682,31276,1.2,0,1,5,991,649,1973,58,6701 81st Ave SE,Kirkland,WA 98092,USA
2014-05-29 19:15:32,1099855.1174726004,3.0,0.89,2049,34991,1.0,0,0,3,1337,523,1942,529,12750 27th Ave NE,Renton,WA 98092,USA
2014-06-09 01:15:37,633432.95145123,4.0,2.44,2134,6530,1.9,0,1,5,2106,122,1966,580,14305 214th Way NE,Bellevue,WA 98027,USA
2014-05-07 20:30:27,1355592.9057295125,4.0,2.71,3229,6298,1.3,0,1,3,2648,647,1977,1108,1937 10th Ave W,Federal Way,WA 98178,USA
2014-05-08 06:43:25,554094.7665331089,4.0,1.46,1735,21365,1.7,0,0,3,1222,589,1977,1063,3818 53rd Ave SW,Kenmore,WA 98144,USA
2014-06-18 12:30:27,739739.4764263995,3.0,1.4,1205,1560,1.6,0,0,4,1561,60,2007,270,12519 SE 15th St,Bellevue,WA 98053,USA
2014-05-23 02:20:47,296050.79717785964,3.0,3.01,2635,87866,1.3,0,1,2,2637,107,1932,135,3235 30th Ave W,Kent,WA 98042,USA
2014-05-20 23:15:09,1141269.1243788374,2.0,0.58,757,3555,1.1,0,0,4,841,286,1941,1331,7809 12th Ave NE,Seattle,WA 98006,USA
2014-05-09 06:04:53,1805950.8199187217,3.0,1.67,900,23062,1.2,0,2,5,807,247,1980,474,6950 93rd Ave SE,Redmond,WA 98118,USA
2014-06-22 00:54:22,534252.2603582158,2.0,1.95,1456,47349,1.3,0,0,4,1370,130,2007,1437,21620 SE 283rd St,Newcastle,WA 98074,USA
2014-06-20 09:57:17,939755.9348085776,4.0,2.7,1250,2316,1.8,0,0,4,893,645,1972,706,5321-5327 156th Dr NE,Seattle,WA 98034,USA
2014-06-18 05:59:14,1606507.9571564314,4.0,2.66,4346,23014,1.8,0,1,4,3204,1092,1961,514,3427 33rd Ave W,Woodinville,WA 98008,USA
2014-05-10 13:15:07,1532222.099044012,4.0,2.72,2825,27443,1.9,0,0,3,2999,317,2012,351,6849 26th Ave NE,Federal Way,WA 98133,USA
2014-06-05 14:56:39,766897.6682567386,1.0,1.51,471,5599,1.4,0,0,4,470,235,1956,162,12710 89th Pl NE,Seattle,WA 98144,USA
2014-06-04 05:38:47,938096.7793721564,3.0,2.6,2370,3460,2.0,0,0,5,1314,1106,2008,1793,8309 36th Ave S,Seattle,WA 98034,USA
